List,reference,Source,plant,Cultivar,compound,subC,family,Class,concentration,SD,unit,plant_part,plant_material,method,Season,location,year,DM,percDM,n,Treatment,T.conc
448,Silva_et_al.2013,Journal_article,Medicago_sativa,Unknown,Genistin,Genistin,Isoflavonoid,Phytoestrogen,123.7,0.4,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
449,Silva_et_al.2013,Journal_article,Medicago_sativa,Unknown,Genistein,Genistein,Isoflavonoid,Phytoestrogen,18.9,0.1,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
450,Silva_et_al.2013,Journal_article,Medicago_sativa,Unknown,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,7.6,0.1,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
451,Silva_et_al.2013,Journal_article,Medicago_sativa,Unknown,Total_isoflavonoid,Total_isoflavonoid,Flavonoid,Flavonoid,814.5,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
452,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,5_O_Caffeoylquinic_acid,Caffeoylquinic_acid,Phenolic_acid,Phenolic_acid,5.4,0,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
453,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Caffeic_acid,Caffeic_acid,Phenolic_acid,Phenolic_acid,25.9,0.9,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
454,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,p_Coumaric_acid,Coumaric_acid,Phenolic_acid,Phenolic_acid,9.5,0,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
455,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,1.6,0,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
456,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Rutin,Quercetin_Gly,Flavonol,Flavonoid,29.5,0.3,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
457,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Cinnamic_acid,Cinnamic_acid,Phenolic_acid,Phenolic_acid,,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
458,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Cynaroside,Cynaroside,Flavone,Flavonoid,,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
459,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Kaempferol_3O_Rut,Kaempferol_Gly,Flavonol,Flavonoid,1.9,0,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
460,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Astragalin,Kaempferol_Gly,Flavonol,Flavonoid,12.9,0.5,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
461,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,luteolin_4O_Glc,Luteolin_Gly,Flavone,Flavonoid,,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
462,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Total_phenols,Total_phenols,Polyphenol,Polyphenol,86.7,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
463,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Betulin,Betulin,Sterol,Sterol,61.5,0.3,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
464,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Stigmasterol,Stigmasterol,Sterol,Sterol,3.5,0.3,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
465,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Campesterol,Campesterol,Sterol,Sterol,63.1,0.1,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
466,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,B_sitosterol,B_sitosterol,Sterol,Sterol,12.8,0.3,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
467,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,total_sterol_triterpenes ,Sterol_triterpenes ,Terpenoid,Terpenoid,140.9,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
468,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Daidzin,Daidzin,Isoflavonoid,Phytoestrogen,556.4,12.8,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
469,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Genistin,Genistin,Isoflavonoid,Phytoestrogen,52.9,2.4,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
470,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Genistein,Genistein,Isoflavonoid,Phytoestrogen,9.8,0.4,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
471,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Daidzein,Daidzein,Isoflavonoid,Phytoestrogen,5.7,0.1,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
472,Silva_et_al.2013,Journal_article,Glycine_max,Unknown,Total_isoflavonoid,Total_isoflavonoid,Flavonoid,Flavonoid,624.8,,mg.kgDM,sprout,sprout,HPLC_DAD,,Portugal,,,,,,
473,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Eriodictoyl,Eriodictoyl,Flavanone,Flavonoid,332,36.52,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
474,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Liquiritigenin,Liquiritigenin,Flavanone,Flavonoid,174,19.14,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
475,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Naringenin,Naringenin,Flavanone,Flavonoid,108,11.88,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
476,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Hesperitin,Hesperitin,Flavanone,Flavonoid,,,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
477,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Eriodictoyl,Eriodictoyl,Flavanone,Flavonoid,790,30.02,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
478,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Liquiritigenin,Liquiritigenin,Flavanone,Flavonoid,812,51.156,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
479,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Naringenin,Naringenin,Flavanone,Flavonoid,1064,117.04,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
480,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Hesperitin,Hesperitin,Flavanone,Flavonoid,,,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
481,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Eriodictoyl,Eriodictoyl,Flavanone,Flavonoid,987,18.753,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
482,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Liquiritigenin,Liquiritigenin,Flavanone,Flavonoid,228,8.664,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
483,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Naringenin,Naringenin,Flavanone,Flavonoid,455,455,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
484,kruk_et_al.2018,Journal_article,Medicago_sativa,Unknown,Hesperitin,Hesperitin,Flavanone,Flavonoid,,,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
485,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Eriodictoyl,Eriodictoyl,Flavanone,Flavonoid,110,6.38,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
486,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Liquiritigenin,Liquiritigenin,Flavanone,Flavonoid,,,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
487,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Naringenin,Naringenin,Flavanone,Flavonoid,54,2.7,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
488,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Hesperitin,Hesperitin,Flavanone,Flavonoid,,,ng.gDM,aerial,stem,UHPLC_MS/MS,summer,Poland,2016,,,,,
489,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Eriodictoyl,Eriodictoyl,Flavanone,Flavonoid,1072,78.256,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
490,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Liquiritigenin,Liquiritigenin,Flavanone,Flavonoid,,,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
491,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Naringenin,Naringenin,Flavanone,Flavonoid,179,14.857,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
492,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Hesperitin,Hesperitin,Flavanone,Flavonoid,21.8,2.834,ng.gDM,rep.parts,rep.parts,UHPLC_MS/MS,summer,Poland,2016,,,,,
493,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Eriodictoyl,Eriodictoyl,Flavanone,Flavonoid,413,32.627,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
494,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Liquiritigenin,Liquiritigenin,Flavanone,Flavonoid,,,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
495,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Naringenin,Naringenin,Flavanone,Flavonoid,54,3.456,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
496,kruk_et_al.2018,Journal_article,Phacelia_tanacetifolia,Benth,Hesperitin,Hesperitin,Flavanone,Flavonoid,,,ng.gDM,aerial,leaf,UHPLC_MS/MS,summer,Poland,2016,,,,,
497,Loza_et_al.2021,Journal_article,Carum_carvi,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,8.8,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
498,Loza_et_al.2021,Journal_article,Chicorium_intybus,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,9.3,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
499,Loza_et_al.2021,Journal_article,Lotus_corniculatus,Leo,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,3.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
500,Loza_et_al.2021,Journal_article,Lotus_corniculatus,Lotanava,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,5.6,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
501,Loza_et_al.2021,Journal_article,Lotus_pedunculatus,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,20.8,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
502,Loza_et_al.2021,Journal_article,Trifolium_pratense,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,4.5,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
503,Loza_et_al.2021,Journal_article,Trifolium_repens,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,6.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
504,Loza_et_al.2021,Journal_article,Plantago_lanceolata,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,1.2,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
505,Loza_et_al.2021,Journal_article,Sanguisorba_minor,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,47.6,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
506,Loza_et_al.2021,Journal_article,Carum_carvi,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,5.9,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
507,Loza_et_al.2021,Journal_article,Chicorium_intybus,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,4.2,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
508,Loza_et_al.2021,Journal_article,Lotus_corniculatus,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,3.6,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
509,Loza_et_al.2021,Journal_article,Trifolium_pratense,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,3.3,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
510,Loza_et_al.2021,Journal_article,Trifolium_repens,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,2.8,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
511,Loza_et_al.2021,Journal_article,Plantago_lanceolata,,Total_polyphenol,Total_polyphenol,Polyphenol,Polyphenol,1.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
512,Loza_et_al.2021,Journal_article,Carum_carvi,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,4.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
513,Loza_et_al.2021,Journal_article,Chicorium_intybus,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,2.4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
514,Loza_et_al.2021,Journal_article,Lotus_corniculatus,Leo,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,1.4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
515,Loza_et_al.2021,Journal_article,Lotus_corniculatus,Lotanava,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,1.5,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
516,Loza_et_al.2021,Journal_article,Lotus_pedunculatus,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,2.4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
517,Loza_et_al.2021,Journal_article,Trifolium_pratense,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
518,Loza_et_al.2021,Journal_article,Trifolium_repens,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
519,Loza_et_al.2021,Journal_article,Plantago_lanceolata,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,0.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
520,Loza_et_al.2021,Journal_article,Sanguisorba_minor,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,5.6,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
521,Loza_et_al.2021,Journal_article,Carum_carvi,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,2.9,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
522,Loza_et_al.2021,Journal_article,Chicorium_intybus,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,1.4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
523,Loza_et_al.2021,Journal_article,Lotus_corniculatus,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,1.3,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
524,Loza_et_al.2021,Journal_article,Trifolium_pratense,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,3.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
525,Loza_et_al.2021,Journal_article,Trifolium_repens,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,2.8,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
526,Loza_et_al.2021,Journal_article,Plantago_lanceolata,,Total_flavonoid_content,Total_flavonoid_content,Flavonoid,Flavonoid,0.3,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
527,Loza_et_al.2021,Journal_article,Carum_carvi,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
528,Loza_et_al.2021,Journal_article,Chicorium_intybus,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
529,Loza_et_al.2021,Journal_article,Lotus_corniculatus,Leo,Tannin,Tannin,Tannin,Polyphenol,1.7,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
530,Loza_et_al.2021,Journal_article,Lotus_corniculatus,Lotanava,Tannin,Tannin,Tannin,Polyphenol,4.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
531,Loza_et_al.2021,Journal_article,Lotus_pedunculatus,,Tannin,Tannin,Tannin,Polyphenol,18.4,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
532,Loza_et_al.2021,Journal_article,Trifolium_pratense,,Tannin,Tannin,Tannin,Polyphenol,0.3,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
533,Loza_et_al.2021,Journal_article,Trifolium_repens,,Tannin,Tannin,Tannin,Polyphenol,1.8,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
534,Loza_et_al.2021,Journal_article,Plantago_lanceolata,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
535,Loza_et_al.2021,Journal_article,Sanguisorba_minor,,Tannin,Tannin,Tannin,Polyphenol,41,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2018,,,,,
536,Loza_et_al.2021,Journal_article,Carum_carvi,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
537,Loza_et_al.2021,Journal_article,Chicorium_intybus,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
538,Loza_et_al.2021,Journal_article,Lotus_corniculatus,,Tannin,Tannin,Tannin,Polyphenol,2,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
539,Loza_et_al.2021,Journal_article,Trifolium_pratense,,Tannin,Tannin,Tannin,Polyphenol,0.1,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
540,Loza_et_al.2021,Journal_article,Trifolium_repens,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
541,Loza_et_al.2021,Journal_article,Plantago_lanceolata,,Tannin,Tannin,Tannin,Polyphenol,0,,mg.gDM,aerial,leaf,Spectrophotometry,Spring,Germany,2019,,,,,
542,Chen_et_al.2019,Journal_article,Trifolium_repens,,Chitaric_acid,Chitaric_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
543,Chen_et_al.2019,Journal_article,Trifolium_repens,,Caffeic_acid,Caffeic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
544,Chen_et_al.2019,Journal_article,Trifolium_repens,,Threonic_acid,Threonic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
545,Chen_et_al.2019,Journal_article,Trifolium_repens,,Tanshinol,Tanshinol,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
546,Chen_et_al.2019,Journal_article,Trifolium_repens,,Rosmarinic_acid,Rosmarinic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
547,Chen_et_al.2019,Journal_article,Trifolium_repens,,Phellodendric_acid,Phellodendric_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
548,Chen_et_al.2019,Journal_article,Trifolium_repens,,Loganic_acid,Loganic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
549,Chen_et_al.2019,Journal_article,Trifolium_repens,,Homoveratric_acid,Homoveratric_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
550,Chen_et_al.2019,Journal_article,Trifolium_repens,,Shperophorol,Shperophorol,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
551,Chen_et_al.2019,Journal_article,Trifolium_repens,,3-(2-Hydroxybenzoyl)propionic_acid,Hydroxypropionic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
552,Chen_et_al.2019,Journal_article,Trifolium_repens,,Clinopodic_acid_A,Clinopodic_acid_A,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
553,Chen_et_al.2019,Journal_article,Trifolium_repens,,2-Butylitaconic_acid,Butylitaconic_acid,Organic_compound,Organic_compound,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
554,Chen_et_al.2019,Journal_article,Trifolium_repens,,Diffractaic_acid,Diffractaic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
555,Chen_et_al.2019,Journal_article,Trifolium_repens,,Erythro_2-Butyl-3methylsuccinic_acid,ErythroButyl_succinic_acid,Organic_compound,Organic_compound,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
556,Chen_et_al.2019,Journal_article,Trifolium_repens,,3-Methyl-nonanedioic_acid,nonanedioic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
557,Chen_et_al.2019,Journal_article,Trifolium_repens,Unknown,4-oxyoundecanoic_acid,Decanoic_acid,Organic_compound,Organic_compound,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
558,Chen_et_al.2019,Journal_article,Trifolium_repens,,Undecanedioic_acid,Undecanedioic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
559,Chen_et_al.2019,Journal_article,Trifolium_repens,Unknown,Cucurbic_acid,Cucurbic_acid,Phenolic_acid,Phenolic_acid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
560,Chen_et_al.2019,Journal_article,Trifolium_repens,Unknown,Aloesin,Aloesin,Flavonoid,Flavonoid,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
561,Chen_et_al.2019,Journal_article,Trifolium_repens,,Quercetol,Quercetol,Flavonol,Flavonoid,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
562,Chen_et_al.2019,Journal_article,Trifolium_repens,,Cyrtopterinetin,Cyrtopterinetin,Flavonoid,Flavonoid,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
563,Chen_et_al.2019,Journal_article,Trifolium_repens,,7-Hydroxy3-(4-methoxy-phenyl)-chromen-4-on,Hydroxychromenon,Flavonoid,Flavonoid,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
564,Chen_et_al.2019,Journal_article,Trifolium_repens,,Butabarbitone,Butabarbitone,Alkaloid,Alkaloid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
565,Chen_et_al.2019,Journal_article,Trifolium_repens,,Smipine,Smipine,Alkaloid,Alkaloid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
566,Chen_et_al.2019,Journal_article,Trifolium_repens,,Fulvanine_D,Fulvanine_D,Alkaloid,Alkaloid,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
567,Chen_et_al.2019,Journal_article,Trifolium_repens,,Benzoylaspartic_acid,Benzoylaspartic_acid,Alkaloid,Alkaloid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
568,Chen_et_al.2019,Journal_article,Trifolium_repens,,2-(3-Carboxy-2methylpropionyl)aminobenzoic_acid,Carboxyaminobenzoic_acid,Alkaloid,Alkaloid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
569,Chen_et_al.2019,Journal_article,Trifolium_repens,,piperlotine_K,piperlotine_K,Alkaloid,Alkaloid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
570,Chen_et_al.2019,Journal_article,Trifolium_repens,,Penipyridone_B,Penipyridone_B,Alkaloid,Alkaloid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
571,Chen_et_al.2019,Journal_article,Trifolium_repens,,Glucuronic_acid,Glucuronic_acid,Organic_compound,Organic_compound,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
572,Chen_et_al.2019,Journal_article,Trifolium_repens,,Cymarose,Cymarose,Organic_compound,Organic_compound,NQ,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
573,Chen_et_al.2019,Journal_article,Trifolium_repens,,Caryophyllose,Caryophyllose,Sesquiterpenoid,Terpenoid,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
574,Chen_et_al.2019,Journal_article,Trifolium_repens,,Daphnoretin,Daphnoretin,Coumarin,Phytoestrogen,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
575,Chen_et_al.2019,Journal_article,Trifolium_repens,,2H-1-Benzopryan-2-one-7-hydroxy,Benzopryanone,Coumarin,Phytoestrogen,,,,aerial,leaf,UPLC_HRMS_QuadMS,Unknown,NZ,Unknown,,,,,
